Ia,Ib,Ic,Va,Vb,Vc,output 
-318.3541066,370.7442458,-52.38159485,2510.096654,1318.345248,-3828.479597,LLLG
-325.8699545,365.7390534,-39.8605544,2415.520142,1432.644345,-3848.202181,LLLG
-333.0642554,360.3729616,-27.30016149,2318.559816,1545.529567,-3864.127077,LLLG
-339.9299093,354.6512661,-14.71281186,2219.311359,1656.889507,-3876.238558,LLLG
-346.4601408,348.5796134,-2.110927559,2117.872722,1766.61427,-3884.524684,LLLG
-352.6485052,342.1639956,10.49305474,2014.344007,1874.595566,-3888.977265,LLLG
-358.4888954,335.4107442,23.08669655,1908.827391,1980.726836,-3889.591918,LLLG
-363.9755475,328.3265237,35.65756935,1801.427,2084.903336,-3886.368025,LLLG
-369.1030471,320.9183254,48.19326733,1692.248831,2187.02226,-3879.30878,LLLG
-373.8663337,313.1934604,60.68141914,1581.400623,2286.982827,-3868.421138,LLLG
-378.2607067,305.1595521,73.10970061,1468.991777,2384.68639,-3853.715854,LLLG
-382.2818293,296.8245291,85.4658464,1355.13322,2480.036524,-3835.20743,LLLG
-385.9257332,288.1966169,97.73766262,1239.937324,2572.939134,-3812.914143,LLLG
-389.1888223,279.2843304,109.9130383,1123.517765,2663.302532,-3786.857982,LLLG
-392.0678762,270.0964648,121.979958,1005.989444,2751.037545,-3757.064673,LLLG
-394.5600538,260.6420875,133.926513,887.4683388,2836.057585,-3723.563607,LLLG
-396.6628955,250.9305287,145.7409136,768.0714228,2918.278751,-3686.387856,LLLG
-398.374326,240.9713728,157.4115002,647.9165199,2997.619896,-3645.574098,LLLG
-399.6926565,230.774448,168.9267557,527.1222146,3074.002726,-3601.162622,LLLG
-400.6165859,220.3498176,180.2753155,405.8077102,3147.351854,-3553.197245,LLLG
-401.1452023,209.7077694,191.4459803,284.0927357,3217.594899,-3501.725315,LLLG
-401.2779841,198.8588059,202.4277258,162.0974027,3284.662535,-3446.797617,LLLG
-401.0148003,187.8136336,213.2097144,39.94211216,3348.488578,-3388.468369,LLLG
-400.3559105,176.5831527,223.7813056,-82.25258957,3409.010036,-3326.795124,LLLG
-399.3019651,165.1784465,234.1320666,-204.3661049,3466.167185,-3261.838757,LLLG
-397.8540041,153.61077,244.2517822,-326.2779287,3519.903614,-3193.663361,LLLG
-396.0134565,141.8915391,254.1304657,-447.8677425,3570.166296,-3122.336229,LLLG
-393.7821387,130.0323192,263.7583679,-569.0155581,3616.905623,-3047.92774,LLLG
-391.1622528,118.044814,273.1259873,-689.601811,3660.075474,-2970.511337,LLLG
-388.1563841,105.9408537,282.2240791,-809.5075033,3699.633241,-2890.163411,LLLG
-384.7674993,93.73238346,291.0436647,-928.6142965,3735.539889,-2806.963265,LLLG
-380.9989427,81.43145155,299.5760401,-1046.804653,3767.759979,-2720.992998,LLLG
-376.8544334,69.05019747,307.8127851,-1163.961926,3796.261717,-2632.337463,LLLG
-372.3380616,56.60084008,315.7457707,-1279.970502,3821.016972,-2541.08414,LLLG
-367.4542843,44.09566535,323.3671683,-1394.715889,3842.001317,-2447.323098,LLLG
-362.2079212,31.54701442,330.6694563,-1508.084854,3859.194039,-2351.146855,LLLG
-356.60415,18.96727125,337.6454284,-1619.965507,3872.578176,-2252.650338,LLLG
-350.6485008,6.368850566,344.2882,-1730.247443,3882.140514,-2151.930739,LLLG
-344.3468511,-6.235814553,350.5912155,-1838.821821,3887.87162,-2049.087467,LLLG
-337.7054199,-18.83428477,356.5482547,-1945.581497,3889.765836,-1944.222006,LLLG
-330.7307615,-31.41412698,362.1534386,-2050.421105,3887.821294,-1837.437855,LLLG
-323.429759,-43.96292633,367.4012356,-2153.237189,3882.039911,-1728.840388,LLLG
-315.8096177,-56.46829874,372.2864669,-2253.928275,3872.427396,-1618.536787,LLLG
-307.8778577,-68.91790285,376.8043111,-2352.394998,3858.993232,-1506.635897,LLLG
-299.6423067,-81.29945246,380.9503098,-2448.540179,3841.750679,-1393.248164,LLLG
-291.1110922,-93.60072843,384.7203714,-2542.26894,3820.716751,-1278.485475,LLLG
-282.2926335,-105.8095909,388.1107753,-2633.488774,3795.91221,-1162.461098,LLLG
-273.1956332,-117.9139912,391.1181754,-2722.109667,3767.36153,-1045.289525,LLLG
-263.8290692,-129.9019838,393.7396041,-2808.044153,3735.092892,-927.0864,LLLG
-254.2021849,-141.7617379,395.9724741,-2891.207431,3699.138136,-807.9683654,LLLG
-244.3244811,-153.4815495,397.8145819,-2971.517424,3659.532751,-688.0529868,LLLG
-234.2057058,-165.0498523,399.2641096,-3048.894881,3616.315817,-567.4585952,LLLG
-223.855845,-176.4552301,400.3196267,-3123.263434,3569.529989,-446.3042137,LLLG
-213.2851128,-187.6864269,400.9800914,-3194.549696,3519.221434,-324.7093962,LLLG
-202.5039412,-198.7323591,401.244852,-3262.68331,3465.439805,-202.7941528,LLLG
-191.5229699,-209.5821255,401.1136472,-3327.597043,3408.238174,-80.67878844,LLLG
-180.3530358,-220.2250188,400.5866066,-3389.226826,3347.672997,41.51617298,LLLG
-169.0051623,-230.6505356,399.6642501,-3447.511845,3283.804038,163.6701506,LLLG
-157.4905485,-240.8483875,398.3474882,-3502.394572,3216.694334,285.6625824,LLLG
-145.8205577,-250.8085101,396.6376201,-3553.820852,3146.41011,407.3730874,LLLG
-134.0067069,-260.5210741,394.5363335,-3601.739927,3073.020732,528.6815412,LLLG
-122.0606549,-269.9764944,392.0457019,-3646.104513,2996.598622,649.4682377,LLLG
-109.9941911,-279.1654397,389.1681835,-3686.870821,2917.219203,769.6139644,LLLG
-97.81922357,-288.0788414,385.9066178,-3723.998625,2834.96081,889.0001627,LLLG
-85.54776755,-296.7079033,382.2642238,-3757.45128,2749.904626,1007.509002,LLLG
-73.19193346,-305.0441094,378.2445959,-3787.195776,2662.134586,1125.023539,LLLG
-60.76391506,-313.079233,373.8517011,-3813.202755,2571.737314,1241.427791,LLLG
-48.27597726,-320.8053442,369.0898747,-3835.446556,2478.802015,1356.606891,LLLG
-35.74044419,-328.2148184,363.9638159,-3853.905222,2383.420412,1470.44716,LLLG
-23.16968686,-335.3003434,358.4785837,-3868.560541,2285.686628,1582.836264,LLLG
-10.57611115,-342.0549265,352.6395912,-3879.398045,2185.697121,1693.663276,LLLG
2.027854668,-348.4719018,346.4526008,-3886.407045,2083.550563,1802.818834,LLLG
14.62977194,-354.5449366,339.9237184,-3889.580617,1979.347765,1910.195205,LLLG
27.21720415,-360.2680374,333.0593871,-3888.915636,1873.191558,2015.686431,LLLG
39.77772897,-365.6355563,325.8663813,-3884.412752,1765.18671,2119.188395,LLLG
52.29895074,-370.6421962,318.3517994,-3876.076414,1655.439804,2220.598964,LLLG
64.76851245,-375.2830161,310.5230577,-3863.914844,1544.059152,2319.818046,LLLG
77.17410822,-379.553436,302.387882,-3847.940049,1431.154668,2416.747736,LLLG
89.50349517,-383.4492417,293.9543009,-3828.16779,1316.837781,2511.292365,LLLG
101.7445057,-386.9665884,285.2306371,-3804.617584,1201.221301,2603.358638,LLLG
113.8850595,-390.102005,276.2255,-3777.312666,1084.419335,2692.855688,LLLG
125.9131751,-392.8523971,266.9477765,-3746.279991,966.5471456,2779.695202,LLLG
137.8169824,-395.2150504,257.4066227,-3711.550176,847.721064,2863.791469,LLLG
149.5847337,-397.1876333,247.6114543,-3673.157502,728.0583524,2945.061508,LLLG
161.2048157,-398.768199,237.5719383,-3631.139853,607.6771079,3023.425103,LLLG
172.6657607,-399.9551879,227.2979822,-3585.538699,486.696128,3098.80493,LLLG
183.9562581,-400.7474283,216.7997253,-3536.39904,365.2348106,3171.126588,LLLG
195.0651657,-401.1441386,206.087528,-3483.769374,243.413019,3240.318715,LLLG
205.9815203,-401.1449272,195.1719622,-3427.701635,121.3509809,3306.313015,LLLG
216.6945487,-400.7497932,184.0637999,-3368.251162,-0.83084743,3369.04437,LLLG
227.1936784,-399.9591268,172.7740038,-3305.476619,-123.011883,3428.450863,LLLG
237.4685482,-398.773708,161.3137154,-3239.439962,-245.0715522,3484.473876,LLLG
247.5090179,-397.1947069,149.6942447,-3170.206357,-366.8893926,3537.058111,LLLG
257.3051788,-395.2236817,137.9270586,-3097.844133,-488.345189,3586.151685,LLLG
266.8473633,-392.8625776,126.0237701,-3022.424698,-609.3190748,3631.706136,LLLG
276.1261544,-390.1137246,113.9961261,-2944.022488,-729.6916678,3673.67652,LLLG
285.132395,-386.9798357,101.8559966,-2862.714871,-849.3441704,3712.021405,LLLG
293.8571972,-383.4640035,89.61536228,-2778.582092,-968.1585043,3746.702961,LLLG
302.2919505,-379.5696977,77.28630332,-2691.707176,-1086.01741,3777.68695,LLLG
310.4283309,-375.3007616,64.88098689,-2602.175862,-1202.804579,3804.942806,LLLG
318.2583087,-370.661408,52.41165565,-2510.076502,-1318.404752,3828.44362,LLLG
325.7741567,-365.6562156,39.89061522,-2415.499993,-1432.703851,3848.16621,LLLG
332.9684577,-360.2901237,27.33022245,-2318.539664,-1545.589071,3864.091101,LLLG
339.8341117,-354.568428,14.74287283,-2219.291209,-1656.949012,3876.202588,LLLG
346.3643433,-348.4967753,2.140988669,-2117.852569,-1766.673773,3884.488709,LLLG
352.5527078,-342.0811575,-10.46299361,-2014.323857,-1874.655071,3888.941295,LLLG
358.393098,-335.327906,-23.05663529,-1908.807237,-1980.786338,3889.555944,LLLG
363.8797503,-328.2436854,-35.62750808,-1801.406849,-2084.962839,3886.332057,LLLG
369.0072499,-320.8354871,-48.16320592,-1692.228676,-2187.081761,3879.272807,LLLG
373.7705367,-313.110622,-60.65135772,-1581.380471,-2287.042329,3868.38517,LLLG
378.1649097,-305.0767136,-73.07963905,-1468.971622,-2384.74589,3853.679882,LLLG
382.1860325,-296.7416905,-85.43578483,-1355.113067,-2480.096026,3835.171464,LLLG
385.8299364,-288.1137783,-97.70760091,-1239.917167,-2572.998633,3812.878172,LLLG
389.0930256,-279.2014917,-109.8829766,-1123.497612,-2663.362033,3786.822016,LLLG
391.9720796,-270.0136261,-121.9498962,-1005.969287,-2751.097044,3757.028702,LLLG
394.4642573,-260.5592487,-133.8964512,-887.4481844,-2836.117085,3723.527642,LLLG
396.567099,-250.8476899,-145.7108516,-768.0512651,-2918.338249,3686.351886,LLLG
398.2785297,-240.8885339,-157.3814382,-647.8963647,-2997.679396,3645.538134,LLLG
399.5968602,-230.6916091,-168.8966935,-527.1020562,-3074.062223,3601.126653,LLLG
400.5207897,-220.2669786,-180.2452534,-405.7875543,-3147.411353,3553.161281,LLLG
401.0494062,-209.6249304,-191.415918,-284.0725765,-3217.654396,3501.689346,LLLG
401.1821881,-198.7759667,-202.3976635,-162.077246,-3284.722033,3446.761654,LLLG
400.9190043,-187.7307944,-213.179652,-39.92195224,-3348.548074,3388.432401,LLLG
400.2601147,-176.5003135,-223.7512432,82.27274692,-3409.069533,3326.759161,LLLG
399.2061693,-165.0956072,-234.102004,204.3862655,-3466.22668,3261.80279,LLLG
397.7582084,-153.5279306,-244.2217197,326.2980867,-3519.96311,3193.6274,LLLG
395.9176609,-141.8086997,-254.100403,447.8879038,-3570.22579,3122.300262,LLLG
393.6863432,-129.9494797,-263.7283052,569.0357169,-3616.965119,3047.891779,LLLG
391.0664573,-117.9619745,-273.0959245,689.621973,-3660.134967,2970.475371,LLLG
388.0605888,-105.8580141,-282.1940163,809.5276628,-3699.692736,2890.127451,LLLG
384.6717041,-93.64954381,-291.0136018,928.6344592,-3735.599382,2806.9273,LLLG
380.9031476,-81.34861181,-299.5459772,1046.824813,-3767.819473,2720.957039,LLLG
376.7586384,-68.9673577,-307.782722,1163.982089,-3796.321209,2632.301499,LLLG
372.2422666,-56.51800024,-315.7157077,1279.990663,-3821.076466,2541.048182,LLLG
367.3584894,-44.01282548,-323.3371051,1394.736053,-3842.060808,2447.287134,LLLG
362.1121264,-31.46417447,-330.6393932,1508.105015,-3859.253532,2351.110897,LLLG
356.5083552,-18.88443127,-337.6153651,1619.985672,-3872.637667,2252.614375,LLLG
350.5527061,-6.286010511,-344.2581367,1730.267605,-3882.200006,2151.894781,LLLG
344.2510565,6.318654633,-350.5611521,1838.841986,-3887.93111,2049.051505,LLLG
337.6096254,18.91712493,-356.5181913,1945.601659,-3889.825327,1944.186049,LLLG
330.6349671,31.49696716,-362.1233751,2050.441271,-3887.880784,1837.401894,LLLG
323.3339647,44.04576659,-367.3711721,2153.257353,-3882.099402,1728.804432,LLLG
315.7138234,56.55113902,-372.2564032,2253.948441,-3872.486885,1618.500826,LLLG
307.7820635,69.00074321,-376.7742474,2352.415162,-3859.052722,1506.599942,LLLG
299.5465126,81.38229284,-380.9202461,2448.560346,-3841.810167,1393.212204,LLLG
291.0152982,93.68356888,-384.6903076,2542.289104,-3820.776241,1278.44952,LLLG
282.1968395,105.8924314,-388.0807114,2633.508942,-3795.971697,1162.425138,LLLG
273.0998393,117.9968318,-391.0881116,2722.129832,-3767.421019,1045.253571,LLLG
263.7332753,129.9848244,-393.7095401,2808.064321,-3735.152378,927.0504412,LLLG
254.1063912,141.8445786,-395.9424101,2891.227597,-3699.197625,807.932412,LLLG
244.2286874,153.5643901,-397.7845178,2971.537593,-3659.592237,688.0170285,LLLG
234.1099122,165.1326931,-399.2340455,3048.915048,-3616.375305,567.4226424,LLLG
223.7600514,176.5380708,-400.2895625,3123.283604,-3569.589474,446.2682561,LLLG
213.1893193,187.7692677,-400.9500272,3194.569863,-3519.280921,324.6734439,LLLG
202.4081477,198.8151999,-401.2147877,3262.70348,-3465.49929,202.7581958,LLLG
191.4271765,209.6649664,-401.0835829,3327.61721,-3408.297661,80.64283681,LLLG
180.2572425,220.3078597,-400.5565422,3389.246997,-3347.732481,-41.55212937,LLLG
168.9093692,230.7333767,-399.6341857,3447.532013,-3283.863524,-163.7061017,LLLG
157.3947553,240.9312285,-398.3174236,3502.414744,-3216.753818,-285.6985382,LLLG
145.7247646,250.8913512,-396.6075556,3553.841021,-3146.469596,-407.4090378,LLLG
133.9109139,260.6039152,-394.5062689,3601.760099,-3073.080215,-528.7174964,LLLG
121.964862,270.0593356,-392.0156373,3646.124683,-2996.658106,-649.5041876,LLLG
109.8983983,279.2482809,-389.1381188,3686.890993,-2917.278686,-769.649919,LLLG
97.72343081,288.1616827,-385.8765531,3724.018795,-2835.020294,-889.036112,LLLG
85.45197484,296.7907446,-382.234159,3757.471453,-2749.964107,-1007.544956,LLLG
73.09614084,305.1269508,-378.2145311,3787.215947,-2662.194069,-1125.059488,LLLG
60.66812248,313.1620743,-373.8216362,3813.222929,-2571.796795,-1241.463744,LLLG
48.18018478,320.8881856,-369.0598098,3835.466727,-2478.861498,-1356.642839,LLLG
35.64465175,328.2976599,-363.9337509,3853.925396,-2383.479892,-1470.483113,LLLG
23.07389451,335.3831849,-358.4485187,3868.580713,-2285.746111,-1582.872211,LLLG
10.48031884,342.137768,-352.6095261,3879.41822,-2185.756601,-1693.699228,LLLG
-2.123646886,348.5547434,-346.4225357,3886.427217,-2083.610045,-1802.854781,LLLG
-14.72556412,354.6277782,-339.8936532,3889.600792,-1979.407244,-1910.231157,LLLG
-27.31299624,360.350879,-333.0293219,3888.935809,-1873.251039,-2015.722378,LLLG
-39.87352103,365.718398,-325.836316,3884.432927,-1765.246189,-2119.224347,LLLG
-52.3947427,370.7250379,-318.3217342,3876.096587,-1655.499285,-2220.63491,LLLG
-64.86430438,375.3658578,-310.4929924,3863.93502,-1544.11863,-2319.853997,LLLG
-77.26990006,379.6362778,-302.3578167,3847.960223,-1431.214148,-2416.783682,LLLG
-89.59928697,383.5320836,-293.9242354,3828.187967,-1316.897258,-2511.328315,LLLG
-101.8402974,387.0494303,-285.2005717,3804.637758,-1201.280781,-2603.394583,LLLG
-113.9808511,390.1848469,-276.1954345,3777.332844,-1084.478812,-2692.891638,LLLG
-126.0089667,392.935239,-266.917711,3746.300165,-966.6066248,-2779.731146,LLLG
-137.912774,395.2978923,-257.376557,3711.570354,-847.7805408,-2863.827418,LLLG
-149.6805252,397.2704753,-247.5813887,3673.177677,-728.117831,-2945.097452,LLLG
-161.3006071,398.8510411,-237.5418725,3631.160031,-607.7365842,-3023.461052,LLLG
